Country_Year,Happiness,GDP,Family,Health,Freedom,Generosity,Trust_gov
Lithuania_2017,0.6624689936496706,0.7026974878163141,0.9149012092395882,0.6624065064311064,0.3558408822139202,0.01212857408214231,0.02555555438771657
Algeria_2017,0.656275820168016,0.5836457632389239,0.7116825804927381,0.6504366428311038,0.35447972939934325,0.08285252949951946,0.3146535876696062
Latvia_2017,0.6517340546135064,0.6739211832956108,0.8721827968433953,0.6725351084841467,0.4948098352164785,0.18265042706667325,0.15903831257625367
South Korea_2017,0.6492567458453582,0.7492538768581393,0.7005418166675722,0.9481003543099203,0.3918301402262674,0.2466060048214263,0.13629465331038365
Moldova_2017,0.6492567458453582,0.38961086132011896,0.7772542991459815,0.6208214031541679,0.3657114133279245,0.24911742541268606,0.021734044695930158
Romania_2017,0.6465730110863172,0.6509013504006853,0.7140878254900626,0.7216048448449472,0.69427219253177,0.15931735474697778,0.009450413799559736
Bolivia_2017,0.6461601591045306,0.4456766404641004,0.7622245525952698,0.4988246899419387,0.8488174124695087,0.26914140310690143,0.1302535260248282
Turkmenistan_2017,0.6459537331136382,0.6044459610326036,0.9270913070851582,0.4610106228945564,0.6354314905130407,0.2982130949475153,0.5584018803069449
Kazakhstan_2017,0.6453343567022429,0.6866473333537225,0.8595500794420665,0.6382795205902587,0.6645729917291315,0.2409860504924122,0.2569047735806046
Slovenia_2017,0.6327414853093256,0.7169288834852473,0.9018640648729256,0.8328958001395992,0.8698472777849218,0.2895314222014361,0.0971962569732285
Peru_2017,0.6238645770686322,0.553369820660263,0.7567304448385738,0.6636873731115545,0.6836366015368215,0.1513226030413559,0.10133167708457416
Mauritius_2017,0.6061106621485277,0.6357800743255647,0.7510123627046716,0.6719458369918239,0.7462944534290511,0.4306699060806081,0.09084826173792564
Cyprus_2017,0.604459057343949,0.7248037993719518,0.7024596620370241,0.8896487277743359,0.5394793173952653,0.3236634537096935,0.08881603481838793
Estonia_2017,0.6023946989963054,0.7060634851450793,0.9168601338487464,0.7321473242761581,0.7278881938646714,0.11799754462266387,0.3946712248542703
Belarus_2017,0.5937241183077865,0.6182268408066702,0.8971616391845303,0.6716370454214887,0.4487669759262847,0.18511168965578087,0.336659919802736
Libya_2017,0.5846407840761987,0.5889583460777688,0.8429071400455664,0.5478390585115143,0.7075338794122924,0.1814558807297121,0.1994586633378657
Turkey_2017,0.5794797405490101,0.6405261668807726,0.8306064613277099,0.6715226060979018,0.4568799248069921,0.05571462333527345,0.2146670443832132
Paraguay_2017,0.5780346601740438,0.49847895128565795,0.9358681272026452,0.6100635417595869,0.7193448591851568,0.2674588963973579,0.19613264384979714
Hong Kong_2017,0.5736994190491421,0.8294330254277004,0.7840626465067039,0.9932279918208836,0.7458710852821283,0.4468164799601271,0.6330579815224853
Philippines_2017,0.5650288383606233,0.4584749559042426,0.7785532173038514,0.4929044794489133,0.8890480260929888,0.2309022295543109,0.21393544590150795
Serbia_2017,0.5578034364857889,0.571593539079545,0.7812058259391954,0.6854027212704406,0.3170770257470865,0.2626564943891316,0.08809626271150757
Jordan_2017,0.5456234170746579,0.5297362474766,0.7693461384108389,0.636750817130041,0.6356581833065005,0.20543558411011595,0.2580255512599056
Hungary_2017,0.5431461083065097,0.6874254450357873,0.8339468326573867,0.7243485637237131,0.2671688211612537,0.09354967914525217,0.07890657574682358
Jamaica_2017,0.5404623735474691,0.49475961440427296,0.8495220078881053,0.6751211358758871,0.7205593657129313,0.27899447234279523,0.1190326391256659
Croatia_2017,0.5367465088339648,0.6535058038172146,0.6010174032384065,0.7385930893589062,0.3885648494419383,0.2959197309809959,0.09283305478503136
China_2017,0.5326175952612395,0.5779268877062032,0.7207600562348875,0.780854596207783,0.7182509204442765,0.0343726223400079,0.0490930269704248
Pakistan_2017,0.5317918912976681,0.3885486761077457,0.4176713933204715,0.4234344427460943,0.3573349629377435,0.3763934714443962,0.2678138742343834
Indonesia_2017,0.5303468109227016,0.5321556835097153,0.7912984400103189,0.5185357177809514,0.6734893485626952,0.7298922774670262,0.03298918515731872
Montenegro_2017,0.5251857673955128,0.5992888603413474,0.7689038149216676,0.7029700049071435,0.2962240052591639,0.2361494926805233,0.18990462133006872
Morocco_2017,0.5247729154137261,0.4693877954160793,0.4811107293496889,0.6295054833887523,0.6200670887520171,0.03843325354992775,0.1890194083487722
Azerbaijan_2017,0.5245664894228339,0.6166468490650671,0.7155214539475103,0.5695419771662474,0.6048714728376132,0.054015847723932565,0.3898007161166824
Dominican Republic_2017,0.5237406870205465,0.5769690157215359,0.8707558298842848,0.6054537651008275,0.8394849315167738,0.2230919831972644,0.2454088793384973
Greece_2017,0.5231214090478674,0.689283265532921,0.7695483518935026,0.8532968851725362,0.14543326303608084,0.0,0.09323508734251187
Lebanon_2017,0.5227084586273646,0.5746243576803057,0.7013799071742394,0.7741832167920837,0.4383085014098685,0.3155453961746063,0.08079517720113702
Portugal_2017,0.5165152851457119,0.7030144419975117,0.8487924257875761,0.83817789997752,0.7572598740625779,0.11347754585732235,0.034178732724827514
Bosnia and Herzegovina_2017,0.5138315503866713,0.525137608072836,0.6639470976369897,0.7426982155940176,0.3105257760617489,0.3924081160874864,0.0
Honduras_2017,0.5136251243957771,0.3905209097999627,0.7102716011296136,0.6135588689879414,0.5287969118709702,0.2818230209476595,0.15796731157905114
North Macedonia_2017,0.5123864700117029,0.5690600084623061,0.7499767217641653,0.6792557664895419,0.4951107340192225,0.3027902215614617,0.12982292242206206
Vietnam_2017,0.4915358699120531,0.421510604647131,0.7931900834863366,0.6868606769974264,0.8675377911872791,0.2803663230390123,0.1887395388734384
Nigeria_2017,0.4915358699120531,0.4189494504598187,0.7548678158886232,0.05994332397207526,0.6000051160946005,0.27556859722878885,0.05625916022533084
Tajikistan_2017,0.4847233200190054,0.2804806819803832,0.7894472836408267,0.5573874287116147,0.7163959965880631,0.2971065784824618,0.31525886698900274
Bhutan_2017,0.4785301465373527,0.4732909070981416,0.8320800587751382,0.5222572557073549,0.7619273822438029,0.5656468145525837,0.3734169346241839
Kyrgyzstan_2017,0.4770850661623864,0.3187037695499679,0.8656780657732651,0.5828986093330886,0.6911421386905335,0.5113865599170677,0.08494188612481565
Nepal_2017,0.4684144854738676,0.2564833188046732,0.7322130222818225,0.5309476762445621,0.6689051919757907,0.4702396446573138,0.15717062791920494
Mongolia_2017,0.4669694050988989,0.5490991593768487,0.9270056698232828,0.5874543992566398,0.5987767100885771,0.4038590404029197,0.07086310038830299
South Africa_2017,0.44095785991077824,0.5637791592748925,0.8598106180434517,0.19703166805389535,0.7280633635107463,0.16628864139770194,0.15616687839675295
Tunisia_2017,0.4360032423744818,0.5384243541118644,0.5391565092386849,0.6458314487673102,0.4400779004634371,0.059294630736112526,0.1867794416076833
Palestinian Territories_2017,0.42981006889282897,0.3828642105585117,0.7175374453923673,0.5957572452552722,0.3869526457905868,0.13623261876760598,0.19229184810069372
Egypt_2017,0.4215524386248128,0.5290356857017589,0.6193266424257219,0.5478582677452043,0.4285768745280071,0.15348437559563727,0.24634815345518885
Bulgaria_2017,0.4172171974999134,0.6208469061601503,0.8906013956283116,0.7458908404535659,0.4393958299754244,0.13504480224411938,0.023802165946792908
Sierra Leone_2017,0.4161849691067317,0.1969359024846556,0.6110467700837147,0.005860767213340953,0.4841600278170668,0.34965945187989594,0.15312079257058472
Cameroon_2017,0.41329480835679866,0.3016440644052931,0.5873795397556009,0.13996122308580794,0.6538391536077973,0.2819537766895333,0.11050133784059957
Iran_2017,0.4126754319454017,0.6183955134479291,0.4417997843747011,0.6733420846249605,0.3787666001423456,0.4620622723064958,0.10501885833408643
Albania_2017,0.4027662953115265,0.5325053590363156,0.4990054753075288,0.7700532943239409,0.5795661370678715,0.24020869925027186,0.08585730690883656
Bangladesh_2017,0.395334369007082,0.31360580305254737,0.456440832497809,0.5616064292928507,0.7267111751805126,0.2055368780265492,0.2664565690585837
Namibia_2017,0.38831539312313984,0.515529193684875,0.6820368404543028,0.3566240374431908,0.7904361629109411,0.0920367868495782,0.20061471153530155
Kenya_2017,0.3839801519982404,0.2995989643869409,0.6630870241858289,0.3264779700535577,0.6878308936051544,0.5308119487064811,0.1392208386308645
Mozambique_2017,0.3833608740255614,0.12524585614587774,0.5406153403648168,0.11232784587465017,0.7304095229988828,0.3844859254619016,0.3864599979049497
Myanmar_2017,0.3823286456323815,0.1962354522236492,0.6974134290181108,0.41866851259450905,0.7816074135380014,1.0,0.4066617247289776
Senegal_2017,0.3802641888460181,0.2562100780469397,0.7324667513515798,0.4311386323490151,0.5741329804284477,0.21891699183134014,0.2486722206446579
Zambia_2017,0.3759289477211164,0.3401851894333308,0.6228756296781308,0.2715513006754175,0.7012600533522653,0.297801625083709,0.16845194647045755
Iraq_2017,0.3724195089985045,0.5894433994004985,0.6076176527929372,0.5278404257569712,0.4383685815650365,0.2382092601095483,0.23091526384786615
